13:27:يىڭى يىل:21:212:قالتىس:1:74078
1618:207:تەرجىمە قىلىپ:30:573:ئاسان:1:56391
1619:7:باشلىنىش بولۇپتۇ:14:276:مۇكەممەل:1:40366
1619:7:باشلىنىش بولۇپتۇ:16:268:ساغلام:1:40366
1629:1:باشقىلارغا چىن:30:573:ئاسان:1:72712
1630:3:چىن كۆڭلىدىن:30:573:ئاسان:1:72712
1631:1:كۆڭلىدىن كەڭ:30:573:ئاسان:1:72712
1632:7:كەڭ قۇرساقلىق:30:573:ئاسان:1:72712
1633:31:مۇئامىلە قىلىش:30:573:ئاسان:1:72712
1633:31:مۇئامىلە قىلىش:33:142:ئىلغار:1:28826
1634:2:ھەقىقەتەن ئاسان:30:573:ئاسان:2:59386,72712
1635:61:ئاسان ئەمەس:12:717:ھەقىقى:3:20766,58520,79445
1635:61:ئاسان ئەمەس:30:573:ئاسان:61:29,76,83,843,6153,7645,10023,10511,16287,18006,18151,18759,19819,20766,22298,23613,27733,29416,29856,30279,33871,35710,36318,41857,41906,42253,42732,48759,49764,50518,52517,54280,58520,58935,63820,71690,72712,73150,73187,73192,77270,79445,79811,80583,84107,88464,88545,88977,88981,89282,92824,94280,94727,95123,96327,97427,99779,100273,101128,107736,109648
1636:26:قول قويدۇم:30:573:ئاسان:2:47932,72712
1637:23:بىرلەشمە خەۋەرلىشىشنىڭ:16:268:ساغلام:1:69134
1641:304:ئېلان قىلىندى:3:907:گۈزەل:1:72446
1641:304:ئېلان قىلىندى:10:150:ئاكتىپ:1:60484
1641:304:ئېلان قىلىندى:11:497:داڭلىق:3:89249,89251,89298
1641:304:ئېلان قىلىندى:12:717:ھەقىقى:2:60484,77962
1641:304:ئېلان قىلىندى:14:276:مۇكەممەل:2:11378,108475
1641:304:ئېلان قىلىندى:16:268:ساغلام:3:40269,98451,98470
1641:304:ئېلان قىلىندى:17:413:چىرايلىق:1:99385
1641:304:ئېلان قىلىندى:23:545:ئېسىل:1:107034
1641:304:ئېلان قىلىندى:24:526:كۈچلۈك:3:102515,102519,103421
1641:304:ئېلان قىلىندى:30:573:ئاسان:1:74566
1641:304:ئېلان قىلىندى:32:142:ئەرزان:1:80324
1641:304:ئېلان قىلىندى:33:142:ئىلغار:1:26860
1641:304:ئېلان قىلىندى:37:108:يېشىل:1:3321
1652:48:مەسىلە بار:6:304:بىخەتەر:1:46707
1652:48:مەسىلە بار:23:545:ئېسىل:1:101296
1656:58:ھېس قىلغان:3:907:گۈزەل:2:54888,100701
1656:58:ھېس قىلغان:12:717:ھەقىقى:1:67262
1656:58:ھېس قىلغان:14:276:مۇكەممەل:1:89156
1657:15:يېڭى يېڭى:18:164:خوشال:1:33913
1658:14:يېڭى نەرسىلەرنى:33:142:ئىلغار:1:19840
1660:63:ياخشى كۆرىمەن:3:907:گۈزەل:1:69280
1661:1:چىرايلىق قىلۋالدىم:17:413:چىرايلىق:1:72836
1662:40:زىيارەت قىلىپ:14:276:مۇكەممەل:1:83656
1662:40:زىيارەت قىلىپ:16:268:ساغلام:1:67686
1662:40:زىيارەت قىلىپ:17:413:چىرايلىق:3:72836,109802,109804
1663:1:زىيارەتتىن قايتىشىم:17:413:چىرايلىق:1:72844
1664:1:راستىنلا چىرايلىق:17:413:چىرايلىق:1:72844
1665:1:نېمىدىگەن گۈزەل:3:907:گۈزەل:1:105769
1666:2:ئىچىم كۆيدى:3:907:گۈزەل:1:72863
1671:14:ئەھمىيىتى بار:16:268:ساغلام:1:21114
1676:10:ئېسىل تور:16:268:ساغلام:1:94885
1676:10:ئېسىل تور:23:545:ئېسىل:10:65736,73091,86403,91217,94885,96485,98394,98475,99019,102134
1677:2:بەت باركەن:23:545:ئېسىل:1:73091
1678:2:دېققەت قىلماپتىكەنمەن:23:545:ئېسىل:1:73091
1685:21:ئۈمۈد قىلىمىز:10:150:ئاكتىپ:1:86185
1685:21:ئۈمۈد قىلىمىز:33:142:ئىلغار:1:102360
1689:7:ياخشى ئىشتىن:26:37:مۇقۇم:2:61026,61047
1689:7:ياخشى ئىشتىن:33:142:ئىلغار:1:61047
1691:25:بەك خۇش:17:413:چىرايلىق:1:39749
1691:25:بەك خۇش:20:142:راھەت:1:103250
1691:25:بەك خۇش:29:28:كۆڭۈلدىكىدەك:1:39427
1695:20:كۆپ ئىكەن:17:413:چىرايلىق:1:588
1696:2:ئىنگىلىزچە بىلىدىغانلار:27:73:سادىق:1:95387
1697:6:زىيارەت قىلسا:20:142:راھەت:1:51509
1699:9:سۆزلەر ئىكەن:3:907:گۈزەل:1:74360
1703:171:ئەڭ يېڭى:3:907:گۈزەل:1:70349
1703:171:ئەڭ يېڭى:6:304:بىخەتەر:2:95900,100231
1703:171:ئەڭ يېڭى:11:497:داڭلىق:4:67613,89249,89251,89298
1703:171:ئەڭ يېڭى:14:276:مۇكەممەل:1:93419
1703:171:ئەڭ يېڭى:16:268:ساغلام:1:39335
1703:171:ئەڭ يېڭى:21:212:قالتىس:3:45166,48973,80638
1703:171:ئەڭ يېڭى:23:545:ئېسىل:2:62275,72078
1703:171:ئەڭ يېڭى:33:142:ئىلغار:1:19840
1704:38:يېڭى ناخشىسى:23:545:ئېسىل:1:72078
1714:2:ئەپنى كۆرگەن:14:276:مۇكەممەل:2:73879,73892
1715:6:بەك مۇكەممەل:14:276:مۇكەممەل:6:9713,42370,62913,73879,73892,104751
1716:2:مۇكەممەل چىقىپتۇ:14:276:مۇكەممەل:2:73879,73892
1717:2:ئەپ بولا:14:276:مۇكەممەل:2:73879,73892
1725:11:گۈزەل سۆز:3:907:گۈزەل:11:10711,13943,34048,46014,74360,78742,83277,83420,100883,105133,105153
1725:11:گۈزەل سۆز:24:526:كۈچلۈك:1:10711
1726:2:ھەقىقىي ساپ:3:907:گۈزەل:1:74009
1726:2:ھەقىقىي ساپ:12:717:ھەقىقى:2:39850,74009
1727:1:ساپ تەبىئي:3:907:گۈزەل:1:74009
1727:1:ساپ تەبىئي:12:717:ھەقىقى:1:74009
1728:1:تەبىئي گۈزەللىك:3:907:گۈزەل:1:74009
1728:1:تەبىئي گۈزەللىك:12:717:ھەقىقى:1:74009
1730:4:ئاق بۈركۈتتىكى:17:413:چىرايلىق:1:94807
1746:12:چىن دىلىمىزدىن:30:573:ئاسان:1:59574
1751:9:زور ئۇتۇق:12:717:ھەقىقى:1:36457
1751:9:زور ئۇتۇق:18:164:خوشال:1:36457
1751:9:زور ئۇتۇق:24:526:كۈچلۈك:1:103807
1751:9:زور ئۇتۇق:29:28:كۆڭۈلدىكىدەك:1:57771
1753:61:بۈگۈندىن باشلاپ:11:497:داڭلىق:1:74512
1753:61:بۈگۈندىن باشلاپ:23:545:ئېسىل:2:76375,107034
1753:61:بۈگۈندىن باشلاپ:32:142:ئەرزان:1:104211
1762:12:ئەمەلگە ئېشىش:12:717:ھەقىقى:1:74905
1762:12:ئەمەلگە ئېشىش:24:526:كۈچلۈك:1:5937
1762:12:ئەمەلگە ئېشىش:33:142:ئىلغار:1:4719
1765:1:بايلىقنى بەرگەن:3:907:گۈزەل:1:74391
1766:1:گۈزەل زۇۋاننى:3:907:گۈزەل:1:74391
1767:1:زۇۋاننى بەرگەن:3:907:گۈزەل:1:74391
1768:1:رەھمەت ئىگىسىگە:3:907:گۈزەل:1:74391
1770:1:تەسەننا شۈكرىلەر:3:907:گۈزەل:1:74391
1771:2:شۈكرىلەر بولسۇنكى:3:907:گۈزەل:1:74391
1772:1:ئىبادەتلەرگە لايىق:3:907:گۈزەل:1:74391
1773:1:لايىق تەربىيەلىلىگەن:3:907:گۈزەل:1:74391
1774:1:پەدەرلىرىمگە تەشەككۈر:3:907:گۈزەل:1:74391
1775:2:تىگىگە يەتكەندەك:3:907:گۈزەل:1:74391
1776:13:ئادەم بولۇشى:12:717:ھەقىقى:1:34409
1776:13:ئادەم بولۇشى:23:545:ئېسىل:1:79449
1776:13:ئادەم بولۇشى:33:142:ئىلغار:1:79449
1797:5:نەقەدەر بەخىتلىك:3:907:گۈزەل:1:94760
1797:5:نەقەدەر بەخىتلىك:15:67:بەخىتلىك:5:74519,94760,107145,107150,107180
1801:1:يانفۇن سېتىۋالدىم:18:164:خوشال:1:74703
1802:2:خوشال بولىۋاتىمەن:18:164:خوشال:2:48476,74703
1811:92:يېڭى يىل:23:545:ئېسىل:1:75785
1811:92:يېڭى يىل:24:526:كۈچلۈك:1:29967
1822:1:مىكروبىلوگدا يازغان:12:717:ھەقىقى:1:74905
1823:1:ئىنكاسلار ماس:12:717:ھەقىقى:1:74905
1824:9:ماس قەدەمدە:12:717:ھەقىقى:1:74905
1825:2:قەدەمدە ئەسلى:12:717:ھەقىقى:1:74905
1826:3:ئەسلى مەنبەدىكى:12:717:ھەقىقى:1:74905
1827:1:ۋىدىئولار بار:12:717:ھەقىقى:1:74905
1828:1:بار بەتتىمۇ:12:717:ھەقىقى:1:74905
1829:3:ئەمەلگە ئاشسا:12:717:ھەقىقى:1:74905
1829:3:ئەمەلگە ئاشسا:18:164:خوشال:1:25212
1839:1:ئېسىل كەنغۇ:23:545:ئېسىل:1:75186
1840:1:شىركىتىگە بارغاندەك:23:545:ئېسىل:1:75186
1841:1:ھەجەپ گۈزەلكەنغۇ:3:907:گۈزەل:1:75187
1843:1:مۆكۈلەڭ ئوينىغان:3:907:گۈزەل:1:75187
1844:2:ئېسىمگە كىلىپ:3:907:گۈزەل:1:75187
1845:1:يۈزى چىرايلىق:17:413:چىرايلىق:1:83727
1847:1:بوشلۇقتىن ياخشى:23:545:ئېسىل:1:75256
1848:4:ياخشى پايدىلىنىش:23:545:ئېسىل:1:75256
1850:11:ئىش بولۇپتۇ:23:545:ئېسىل:2:75302,82879
1857:8:ھېساپقا ئالمىغاندا:12:717:ھەقىقى:1:70185
1857:8:ھېساپقا ئالمىغاندا:30:573:ئاسان:1:63348
1862:4:ھەقىقىي نەشىرىنى:12:717:ھەقىقى:4:75051,75807,79214,96389
1862:4:ھەقىقىي نەشىرىنى:20:142:راھەت:1:75807
1863:1:نەشىرىنى ئىشلىتىۋاتىمەن:12:717:ھەقىقى:1:75807
1863:1:نەشىرىنى ئىشلىتىۋاتىمەن:20:142:راھەت:1:75807
1864:3:بەك راھەتكەن:12:717:ھەقىقى:2:33841,75807
1864:3:بەك راھەتكەن:20:142:راھەت:3:33841,51509,75807
1865:5:ئۈرۈمچىگە قايتىمەن:18:164:خوشال:1:75883
1870:84:ياخشى بوپتۇ:3:907:گۈزەل:3:50030,50037,109374
1870:84:ياخشى بوپتۇ:14:276:مۇكەممەل:5:48616,48618,48659,67910,67933
1874:1:تىلىمىزدەك چىرايلىق:17:413:چىرايلىق:1:76425
1875:1:چىرايلىق پاساھەتلىك:17:413:چىرايلىق:1:76425
1876:1:پاساھەتلىك تىلدىن:17:413:چىرايلىق:1:76425
1877:2:تىلىمىزنى قوغدايلى:17:413:چىرايلىق:1:76425
1878:1:تىل يۇقالسا:17:413:چىرايلىق:1:76425
1879:1:مىللەت يۇقۇلىدۇ:17:413:چىرايلىق:1:76425
1900:1:مەڭزىگە سۆيۈپ:3:907:گۈزەل:1:75804
1902:1:گۈزەل ھارارەتلىك:3:907:گۈزەل:1:75804
1903:1:قۇياشتىنمۇ ھارارەتلىك:3:907:گۈزەل:1:75804
1904:1:ھارارەتلىك ئانام:3:907:گۈزەل:1:75804
1905:1:ئانام بار:3:907:گۈزەل:1:75804
1907:50:كۆپ خىل:2:73:مۇنەۋۋەر:1:16
1907:50:كۆپ خىل:4:7:ئىتىپاقلىق:1:82352
1907:50:كۆپ خىل:11:497:داڭلىق:1:89927
1907:50:كۆپ خىل:16:268:ساغلام:1:110452
1907:50:كۆپ خىل:22:68:ئىناق:1:25356
1907:50:كۆپ خىل:24:526:كۈچلۈك:1:24282
1907:50:كۆپ خىل:30:573:ئاسان:2:69382,69388
1912:45:خۇش خەۋەر:10:150:ئاكتىپ:1:77201
1913:13:ئاللاھ نىسىپ:14:276:مۇكەممەل:1:98611
1913:13:ئاللاھ نىسىپ:23:545:ئېسىل:1:58316
1920:12:موبارەك بولسۇن:18:164:خوشال:2:77527,77543
1920:12:موبارەك بولسۇن:23:545:ئېسىل:2:56172,76187
1920:12:موبارەك بولسۇن:25:75:خوشاللىق:2:77527,77543
1923:52:ياخشى بولغان:10:150:ئاكتىپ:2:84645,84706
1923:52:ياخشى بولغان:12:717:ھەقىقى:1:87497
1923:52:ياخشى بولغان:14:276:مۇكەممەل:1:91374
1923:52:ياخشى بولغان:17:413:چىرايلىق:1:84645
1923:52:ياخشى بولغان:26:37:مۇقۇم:3:43446,43925,50678
1923:52:ياخشى بولغان:30:573:ئاسان:1:24651
1924:21:مىكرو خەت:16:268:ساغلام:1:69100
1924:21:مىكرو خەت:17:413:چىرايلىق:1:62429
1936:2:بوسۇغىسىدا دېگەن:10:150:ئاكتىپ:1:76481
1937:1:كىتابنى ئوقۇساملا:10:150:ئاكتىپ:1:76481
1938:3:باشقىچىلا جانلىنىپ:10:150:ئاكتىپ:1:76481
1939:1:جانلىنىپ ئاكتىپلىشىپ:10:150:ئاكتىپ:1:76481
1940:1:ئاكتىپلىشىپ كېتىمەن:10:150:ئاكتىپ:1:76481
1948:49:تەرجىمە قىلىنىپ:24:526:كۈچلۈك:1:101204
1948:49:تەرجىمە قىلىنىپ:30:573:ئاسان:1:110119
1950:128:ھازىرقى زامان:11:497:داڭلىق:3:48041,73630,88850
1950:128:ھازىرقى زامان:14:276:مۇكەممەل:1:100139
1950:128:ھازىرقى زامان:17:413:چىرايلىق:1:92057
1950:128:ھازىرقى زامان:18:164:خوشال:1:109725
1950:128:ھازىرقى زامان:23:545:ئېسىل:1:28865
1950:128:ھازىرقى زامان:24:526:كۈچلۈك:1:73630
1950:128:ھازىرقى زامان:25:75:خوشاللىق:1:109725
1951:114:تەرجىمە قىلغان:24:526:كۈچلۈك:3:6316,100065,101204
1951:114:تەرجىمە قىلغان:30:573:ئاسان:1:110119
1963:5:بۈگۈن چوڭ:17:413:چىرايلىق:1:76849
1964:1:ئاپامنىڭ توغۇلغان:17:413:چىرايلىق:1:76849
1965:1:ئارىلىق يىراق:17:413:چىرايلىق:1:76849
1966:3:يىراق بولغاچقا:17:413:چىرايلىق:1:76849
1967:7:ئۇچۇر يوللاش:12:717:ھەقىقى:1:56055
1967:7:ئۇچۇر يوللاش:17:413:چىرايلىق:1:76849
1968:3:تېنىنىڭ سالامەت:17:413:چىرايلىق:1:76849
1969:5:سالامەت بولۇشىنى:17:413:چىرايلىق:1:76849
2020:2:پەيزى ئىشتىن:30:573:ئاسان:1:77243
2021:5:تېخىمۇ ئۈنۈملۈك:30:573:ئاسان:1:77243
2022:2:ئۈنۈملۈك بولغۇسى:30:573:ئاسان:1:77243
2023:4:بۈگۈن كېلىپ:30:573:ئاسان:3:77243,106461,106462
2024:5:جىق ئىشلارنى:30:573:ئاسان:2:77243,92985
2025:2:ئىشلارنى تۈگىتىۋالدىم:30:573:ئاسان:1:77243
2027:6:خېلى ئارام:20:142:راھەت:1:70151
2041:27:ئۈمۈت قىلىمەن:14:276:مۇكەممەل:1:106955
2041:27:ئۈمۈت قىلىمەن:18:164:خوشال:1:48692
2047:2:بۈگۈن ئېسىل:23:545:ئېسىل:2:77478,77480
2048:32:ئىش بولدى:23:545:ئېسىل:3:51676,77478,77480
2051:1:گۈدۈك چالالغىنىمدىن:18:164:خوشال:1:77526
2052:5:بەكمۇ خوشال:18:164:خوشال:5:807,48476,48506,76647,77526
2052:5:بەكمۇ خوشال:25:75:خوشاللىق:1:48506
2054:3:شەرەپلىك نامغا:18:164:خوشال:2:77527,77543
2054:3:شەرەپلىك نامغا:25:75:خوشاللىق:2:77527,77543
2055:2:نامغا ئېرىشىشتىنمۇ:18:164:خوشال:2:77527,77543
2055:2:نامغا ئېرىشىشتىنمۇ:25:75:خوشاللىق:2:77527,77543
2056:3:ئارتۇق بەخىت:18:164:خوشال:2:77527,77543
2056:3:ئارتۇق بەخىت:25:75:خوشاللىق:2:77527,77543
2057:2:خوشاللىق بولمىسا:18:164:خوشال:2:77527,77543
2057:2:خوشاللىق بولمىسا:25:75:خوشاللىق:2:77527,77543
2059:2:ئۈممەتنىڭ شەرەپلىك:18:164:خوشال:2:77527,77543
2059:2:ئۈممەتنىڭ شەرەپلىك:25:75:خوشاللىق:2:77527,77543
2060:2:شەرەپلىك ئانىلىرى:18:164:خوشال:2:77527,77543
2060:2:شەرەپلىك ئانىلىرى:25:75:خوشاللىق:2:77527,77543
2064:31:قۇتلۇق بولسۇن:11:497:داڭلىق:4:100413,100415,100430,100432
2072:35:ياخشى ئىشلەپ:12:717:ھەقىقى:1:49892
2072:35:ياخشى ئىشلەپ:17:413:چىرايلىق:3:91546,91548,91616
2073:1:ھەقىقي گۈزەلدۇر:3:907:گۈزەل:1:77726
2082:1:بۈگۈنكى ھەزرىتى:18:164:خوشال:1:78008
2083:1:ئېلان قىلىۋىدى:18:164:خوشال:1:78008
2084:4:خوشال بولۇپ:18:164:خوشال:4:8182,48506,78008,92805
2084:4:خوشال بولۇپ:25:75:خوشاللىق:1:48506
2092:2:ناخشىنى ياقتۇرۇپ:17:413:چىرايلىق:1:78254
2093:1:چىرايلىق ئېيتىپتۇ:17:413:چىرايلىق:1:78254
2103:8:ئامراق بولۇپ:24:526:كۈچلۈك:1:8734
2108:1:تۇركىيە ئىشلىگەن:33:142:ئىلغار:1:78430
2109:46:كۆز قاراش:10:150:ئاكتىپ:1:71203
2109:46:كۆز قاراش:14:276:مۇكەممەل:1:69150
2109:46:كۆز قاراش:20:142:راھەت:1:4946
2109:46:كۆز قاراش:33:142:ئىلغار:3:29903,78430,90520
2110:1:پىكىرلەرنىڭ ئىلغارلىقى:33:142:ئىلغار:1:78430
2111:1:ئىلغارلىقى جاھان:33:142:ئىلغار:1:78430
2112:3:دىققىتىنى تارتىپ:21:212:قالتىس:1:98414
2112:3:دىققىتىنى تارتىپ:33:142:ئىلغار:1:78430
2113:24:ئۇيغۇر دىگەن:23:545:ئېسىل:3:51180,57618,69006
2113:24:ئۇيغۇر دىگەن:33:142:ئىلغار:1:78430
2114:1:قەدىمى مەدەنىيەتلىك:33:142:ئىلغار:1:78430
2115:1:مەدەنىيەتلىك مىللەتنى:33:142:ئىلغار:1:78430
2116:1:دۇنياغا تونۇتماقتا:33:142:ئىلغار:1:78430
2119:18:يېڭى باش:30:573:ئاسان:1:48759
2121:2:كۆركەم چىقىپتۇ:3:907:گۈزەل:1:47569
2126:1:ساياھىتىمىزنى باشلىدۇق:3:907:گۈزەل:1:78767
2127:1:ناھايتى گۈزەلكەن:3:907:گۈزەل:1:78767
2132:1:چىرايلىقكەن ياقتۇردۇم:17:413:چىرايلىق:1:78808
2158:7:خېلى تېز:17:413:چىرايلىق:1:52497
2159:12:تېز تەرەققى:16:268:ساغلام:1:15361
2164:18:شۈكۈرلەر بولسۇن:30:573:ئاسان:1:33190
2167:15:گەپ قىلدىڭىز:3:907:گۈزەل:1:105012
2167:15:گەپ قىلدىڭىز:12:717:ھەقىقى:1:76878
2167:15:گەپ قىلدىڭىز:23:545:ئېسىل:2:76865,76872
2169:1:بىرىنجىسى بولۇپ:23:545:ئېسىل:1:79010
2170:1:ئېسىل شەرەپ:23:545:ئېسىل:1:79010
2171:1:شەرەپ نىسىپ:23:545:ئېسىل:1:79010
2190:1:ئېسىل ماقالە:23:545:ئېسىل:1:79104
2191:3:ماقالە ئىكەن:23:545:ئېسىل:1:79104
2205:2:كېچە بولسىمۇ:23:545:ئېسىل:1:79272
2206:1:تۈگىتىۋالدىم خۇشال:23:545:ئېسىل:1:79272
2207:1:ئۈنۈمدارلىققا ئالغا:23:545:ئېسىل:1:79272
2208:1:ئالغا ئېسىل:23:545:ئېسىل:1:79272
2209:3:ئېسىل گۈدۈك:23:545:ئېسىل:3:70352,79272,96573
2210:2:گۈدۈك چالغانلارغا:23:545:ئېسىل:1:79272
2211:1:رەھمەت تېرىشىمەن:23:545:ئېسىل:1:79272
2212:9:دەرت كەلمىسۇن:23:545:ئېسىل:1:78155
2218:9:ئىش بولغۇدەك:21:212:قالتىس:1:59587
2219:6:ئەينى يىللىرى:21:212:قالتىس:1:79431
2220:16:قول سېلىپ:21:212:قالتىس:1:79431
2220:16:قول سېلىپ:30:573:ئاسان:2:38200,97427
2222:1:قالتىس كۆڭۈللۈك:21:212:قالتىس:1:79431
2223:1:كۆڭۈللۈك ئوينايتۇق:21:212:قالتىس:1:79431
2224:2:ھەربىتى راھەت:20:142:راھەت:2:79571,84438
2226:1:شاتلىق كەلگىنى:20:142:راھەت:1:79571
2227:1:ھىكمەت قىلغۇسى:20:142:راھەت:1:79571
2228:4:جۇتنى باھار:20:142:راھەت:3:53080,79571,84438
2229:5:باھار بولمىسا:20:142:راھەت:5:53080,79571,88675,88676,88685
2230:1:ھىكمەت ئامىتىم:20:142:راھەت:1:79571
2231:6:ئامىتىم ئاپەت:20:142:راھەت:5:53080,79571,88675,88676,88685
2232:1:نىمىدىگەن پاساھەتلىك:20:142:راھەت:1:79571
2233:1:پاساھەتلىك تىللار:20:142:راھەت:1:79571
2237:5:كۆپ بولىدىغان:15:67:بەخىتلىك:1:41068
2258:24:بايان قىلىش:11:497:داڭلىق:1:5392
2258:24:بايان قىلىش:14:276:مۇكەممەل:1:73555
2258:24:بايان قىلىش:24:526:كۈچلۈك:1:6893
2259:16:نامايەن قىلىش:3:907:گۈزەل:6:56767,56918,56919,76595,76597,79629
2259:16:نامايەن قىلىش:16:268:ساغلام:1:49582
2259:16:نامايەن قىلىش:17:413:چىرايلىق:1:56767
2260:3:ئىقتىدارىنى يېتىلدۈرۈش:3:907:گۈزەل:1:111264
2261:33:كەم بولسا:14:276:مۇكەممەل:2:79453,96461
2261:33:كەم بولسا:16:268:ساغلام:1:2828
2285:36:فىلىمنى كۆرۈپ:1:100:پىشقان:1:91567
2285:36:فىلىمنى كۆرۈپ:12:717:ھەقىقى:1:43229
2285:36:فىلىمنى كۆرۈپ:27:73:سادىق:1:71972
2289:1:تۈنۈگۈنكى تەربىيىلەش:2:73:مۇنەۋۋەر:1:80126
2290:1:ئۈمىدۋار مۇنەۋۋەر:2:73:مۇنەۋۋەر:1:80126
2291:1:مۇنەۋۋەر خادىم:2:73:مۇنەۋۋەر:1:80126
2292:1:خادىم بولسۇن:2:73:مۇنەۋۋەر:1:80126
2293:1:تەسىرىگە ئۇچراشتىن:2:73:مۇنەۋۋەر:1:80126
2294:1:رەڭسىز ھالەتكە:2:73:مۇنەۋۋەر:1:80126
2295:3:ھالەتكە چۈشۈپ:2:73:مۇنەۋۋەر:1:80126
2296:1:خالىي بۇلالمايدىكەن:2:73:مۇنەۋۋەر:1:80126
2297:1:يۇقىرى كەيپىياتلىق:2:73:مۇنەۋۋەر:1:80126
2298:1:پائالىيەتلەرنى كۆپرەك:2:73:مۇنەۋۋەر:1:80126
2299:1:كۆپرەك ئۇيۇشتۇرۇپ:2:73:مۇنەۋۋەر:1:80126
2300:1:كۆپرەك قاتنىشىپ:2:73:مۇنەۋۋەر:1:80126
2306:143:ئېلان قىلغان:2:73:مۇنەۋۋەر:1:26802
2306:143:ئېلان قىلغان:16:268:ساغلام:1:89571
2306:143:ئېلان قىلغان:29:28:كۆڭۈلدىكىدەك:1:109302
2306:143:ئېلان قىلغان:30:573:ئاسان:1:84524
2318:1:مەنزىرىگە قاراپ:4:7:ئىتىپاقلىق:1:80370
2319:29:ھېس قىلىۋاتىمەن:3:907:گۈزەل:1:30994
2319:29:ھېس قىلىۋاتىمەن:4:7:ئىتىپاقلىق:1:80370
2319:29:ھېس قىلىۋاتىمەن:17:413:چىرايلىق:1:30994
2319:29:ھېس قىلىۋاتىمەن:20:142:راھەت:1:51201
2319:29:ھېس قىلىۋاتىمەن:30:573:ئاسان:2:41906,56034
2320:1:قۇياش چىقىدىغانغىمۇ:4:7:ئىتىپاقلىق:1:80370
2321:34:ئاز قالغان:4:7:ئىتىپاقلىق:1:80370
2321:34:ئاز قالغان:10:150:ئاكتىپ:1:94566
2321:34:ئاز قالغان:30:573:ئاسان:3:110804,110806,110819
2323:41:ئاللا خالىسا:12:717:ھەقىقى:1:598
2323:41:ئاللا خالىسا:23:545:ئېسىل:2:79838,101971
2326:3:قول قوپۇپ:12:717:ھەقىقى:1:68418
2328:3:يۈزنى يۇيۇپتۇ:12:717:ھەقىقى:1:68418
2331:2:ھۆرمەتلىك ئاتا:16:268:ساغلام:1:80437
2332:11:ئۆزىمىزدىن باشلايلى:16:268:ساغلام:1:80437
2334:1:بىلىملىك ساغلام:16:268:ساغلام:1:80437
2335:1:ساغلام تەربىيلەپ:16:268:ساغلام:1:80437
2336:1:مىللىتىمىزگە ياراملىق:16:268:ساغلام:1:80437
2337:4:ياراملىق قىلىپ:16:268:ساغلام:1:80437
2339:1:شەخسىي بېتىمنى:3:907:گۈزەل:1:80496
2340:3:ئاجايىپ گۈزەل:3:907:گۈزەل:3:57426,80496,100632
2341:1:گۈزەل قىلىۋالدىم:3:907:گۈزەل:1:80496
2353:34:مەغلۇپ بولغان:12:717:ھەقىقى:1:61515
2353:34:مەغلۇپ بولغان:30:573:ئاسان:1:62642
2358:6:بېتى يېڭىلىنىپ:17:413:چىرايلىق:1:68469
2358:6:بېتى يېڭىلىنىپ:20:142:راھەت:4:80677,80679,80681,84007
2359:4:ئەڭ يارىغان:20:142:راھەت:4:80677,80679,80681,84007
2360:4:يارىغان يېرى:20:142:راھەت:4:80677,80679,80681,84007
2361:13:بەك راھەت:12:717:ھەقىقى:2:33841,75807
2361:13:بەك راھەت:20:142:راھەت:13:33841,35511,51201,51509,75807,80677,80679,80681,84007,97606,102871,103250,105704
2362:4:راھەت يېقىشلىق:20:142:راھەت:4:80677,80679,80681,84007
2363:4:تېخىمۇ ئاددىيلىشىپتۇ:20:142:راھەت:4:80677,80679,80681,84007
2365:4:تەرەققىي قىلدۇرغىلى:20:142:راھەت:4:80677,80679,80681,84007
2366:4:ھالەتكە كەپتۇ:20:142:راھەت:4:80677,80679,80681,84007
2367:3:بەكرەك خۇش:20:142:راھەت:3:80677,80679,80681
2374:16:بارلىققا كەلتۈرگەن:2:73:مۇنەۋۋەر:1:14268
2374:16:بارلىققا كەلتۈرگەن:24:526:كۈچلۈك:2:14268,36180
2377:73:كۆپ رەھمەت:3:907:گۈزەل:1:36988
2377:73:كۆپ رەھمەت:23:545:ئېسىل:3:627,99545,99546
2377:73:كۆپ رەھمەت:24:526:كۈچلۈك:1:101204
2382:5:ئەڭ بەخىتلىك:15:67:بەخىتلىك:5:728,40589,54094,78954,80760
2383:2:بەخىتلىك ئادەم:15:67:بەخىتلىك:2:54094,80760
2384:76:ئىگە بولغان:3:907:گۈزەل:1:79627
2384:76:ئىگە بولغان:11:497:داڭلىق:1:15257
2384:76:ئىگە بولغان:12:717:ھەقىقى:1:88146
2384:76:ئىگە بولغان:14:276:مۇكەممەل:1:94080
2384:76:ئىگە بولغان:15:67:بەخىتلىك:1:80760
2384:76:ئىگە بولغان:23:545:ئېسىل:1:11306
2384:76:ئىگە بولغان:24:526:كۈچلۈك:1:3048
2384:76:ئىگە بولغان:30:573:ئاسان:1:72967
2384:76:ئىگە بولغان:33:142:ئىلغار:2:7526,21079
2385:31:ئادەم ئەمەس:12:717:ھەقىقى:3:18578,46010,59470
2385:31:ئادەم ئەمەس:15:67:بەخىتلىك:1:80760
2386:10:ياخشى قىلىش:15:67:بەخىتلىك:1:80760
2395:38:بەك تەسىر:23:545:ئېسىل:1:97140
2396:18:تەسىر قىلدى:14:276:مۇكەممەل:1:75011
2398:6:ئوماق قىزى:17:413:چىرايلىق:1:63131
2399:24:خۇدايىم ساق:23:545:ئېسىل:2:87297,87332
